dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
B,7769,0,0.104374,1,45,9,3737600,222702.5,1440,512,0.300497,3.4887,0
A,0,0,0,65535,64,0,0,0,0,1,0.000026,0,0
B,31,31,0,65535,41,1,65535,65535,0,1,0,3.7961,0
A,0,0,0,65535,64,0,0,0,0,1,0.000023,0,0
B,0,0,0,65535,45,1,15,15,0,1,0,0,0
A,835,0,0.250038,0,64,6,3737600,123270.4,1460,128,0.012548,3.3624,0
B,4098,0,0.266175,1,52,8,14950400,1259942,1460,512,1.002212,3.8359,0
A,835,0,0.220993,0,64,7,3737600,91894.09,1460,128,0.045132,3.383,0
B,4099,0,0.231679,1,52,9,14950400,891332.1,1460,512,0.926605,3.8333,0
A,1215,0,0.258815,1,64,10,3737600,75985.33,1460,128,0.796501,3.549,0
B,3399,0,0.359722,1,48,9,14950400,891661.7,1460,512,0.851427,3.8907,0
A,641,0,1.217066,1,64,8,3737600,93914.1,1460,128,4.645304,3.1854,0
B,4695,0,1.231172,1,43,10,1868800,41392.68,1460,128,0.290473,3.8832,0
A,641,0,1.248206,1,64,8,3737600,115226.7,1460,128,4.626892,3.1866,0
B,4695,0,1.364252,1,43,8,1853440,89778.82,1460,128,0.293521,3.8975,0
A,0,0,0.650771,1,64,0,3737600,3737600,1460,128,0,0,0
A,1569,0,0.258581,1,64,7,3737600,134965.5,1460,128,0.692461,3.8628,0
B,321,0,0.21998,0,53,6,14950400,2539280,1460,512,0.307663,3.883,0
A,4336,0,2.035641,1,64,31,3737600,104319.6,1460,128,7.585852,3.9044,0
B,40446,0,2.097275,1,47,31,262144,28450.55,1452,32,9.983434,3.8459,0
A,868,0,0.097551,1,64,8,3737600,104266.9,1460,128,0.010303,3.4604,0
B,7799,0,0.096263,1,45,8,3737600,314854.9,1440,512,0.26468,3.6382,0
A,868,0,0.112303,0,64,10,3737600,48398.98,1460,128,0.010296,3.4392,0
B,7800,0,0.117033,1,45,9,3737600,158195.7,1440,512,0.319241,3.6372,0
A,0,0,0.000013,0,64,0,0,0,0,1,0.000019,0,0
B,0,0,0.000019,1,45,2,15,15,0,1,0.000035,0,0
A,800,0,0.99666,1,64,7,3737600,142194.5,1460,128,3.900494,3.3024,0
B,3351,0,1.287795,1,45,6,1868800,327187.2,1440,128,0.260948,3.8936,0
A,5540,0,1.730915,1,64,121,3737600,184385,1460,128,0.053431,3.7888,0
B,522860,0,1.440455,1,51,178,28960,8973.999,1460,4,19.60311,3.8545,0
A,0,0,0,65535,64,0,0,0,0,1,0.00002,0,0
B,0,0,0,65535,45,1,15,15,0,1,0,0,0
A,868,0,0.20844,1,64,9,3737600,84057.52,1460,128,0.008728,3.4132,0
B,7799,0,0.23019,1,45,8,3737600,222702.5,1440,512,0.808625,3.5074,0
A,1385,0,0.193987,1,64,8,3737600,81902.34,1460,128,0.788278,3.2893,0
B,7798,0,0.257908,0,45,7,3737600,446501.3,1440,512,0.298065,3.6599,0
A,0,0,0.000115,0,64,0,0,0,0,1,0.000018,0,0
B,0,0,0.00012,1,45,2,15,15,0,1,0.000322,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000019,0,0
B,0,0,0,65535,45,1,15,15,0,1,0,0,0
A,835,0,0.207626,1,64,8,3737600,143181.3,1460,128,0.01108,3.388,0
B,4099,0,0.198006,1,53,9,14950400,891332.1,1460,512,0.841205,3.8311,0
A,868,0,0.117639,1,64,8,3737600,142569.9,1460,128,0.004285,3.4204,0
B,3572,0,0.116781,1,40,7,1868800,168873.4,1452,128,0.285272,3.8914,0
A,807,0,1.050484,0,64,8,3737600,66244.98,1460,128,4.880524,3.77,0
B,152,0,1.708422,1,37,7,7475200,630179.8,1460,512,0.829945,3.83,0
A,835,0,0.068593,1,64,8,3737600,143181.3,1460,128,0.00372,3.3897,0
B,4099,0,0.064475,1,52,9,14950400,891332.1,1460,512,0.278414,3.833,0
A,1029,0,0.072479,1,64,9,3737600,114447.7,1460,128,0.076142,3.5465,0
B,4099,0,0.074637,1,52,7,14950400,1260272,1460,512,0.308556,3.8338,0
A,928,0,0.061574,1,64,8,3737600,114447.7,1460,128,0.016853,3.4145,0
B,4069,0,0.060339,1,52,6,14950400,1786784,1460,512,0.261887,3.833,0
A,808,0,0.072745,1,64,7,3737600,189771.8,1460,128,0.012806,3.4078,0
B,4071,0,0.030272,1,53,7,14950400,1786678,1460,512,0.318398,3.9973,0
A,22947,0,1.718097,1,64,24,3737600,3979168,1460,128,9.495679,3.9625,0
B,653,0,1.950075,0,52,18,12960,14934.94,1452,1,0.123811,3.9685,0
A,2904,1452,0.113136,1,64,1,31088,31088,0,1,0,3.9972,0
B,0,0,0,65535,50,0,0,0,0,1,0.08451,0,0
A,1405,0,0.1912,1,64,8,3737600,91676.02,1460,128,0.754045,3.2657,0
B,4071,0,0.241904,1,48,10,14950400,633686.4,1460,512,0.269925,3.9978,0
A,1266,0,18.21526,1,64,21,3737600,50438.77,1460,128,58.7104,3.3958,0
B,7048,0,20.97346,1,43,15,1843200,23587.28,1440,128,0.328248,3.7341,0
A,1232,0,3.777726,1,64,26,3737600,109014.7,1460,128,7.949768,3.5901,0
B,36632,0,3.485244,0,42,31,8388480,51432.54,1340,128,19.90516,3.8538,0
A,808,0,0.035581,1,64,8,3737600,144948.6,1460,128,0.003661,3.4534,0
B,4071,0,0.035719,1,53,8,14950400,1259942,1460,512,0.085826,3.9975,0
A,808,0,0.035455,1,64,8,3737600,144948.6,1460,128,0.002284,3.4623,0
B,4071,0,0.034572,1,53,9,14950400,891482.6,1460,512,0.084988,3.9982,0
A,995,0,0.074773,1,64,11,3737600,76618.45,1460,128,0.228143,3.6212,0
B,4071,0,0.079588,1,53,7,14950400,891661.7,1460,512,0.254844,3.9975,0
A,2088,0,3.41757,1,64,16,3737600,46314.79,1460,128,10.01785,3.8713,0
B,8148,0,3.558048,1,42,14,262144,23592.8,1452,32,9.524374,3.8464,0
A,868,0,0.105924,1,64,12,3737600,7585808,1460,128,0.006749,3.4304,0
B,13720,0,0.106052,1,44,11,12960,7459.881,1452,1,0.273972,3.3824,0
A,2089,0,3.377747,1,64,17,3737600,44945.58,1460,128,10.12655,3.8745,0
B,8495,0,3.442603,1,43,16,262144,23317.79,1452,32,9.513293,3.8441,0
A,2091,0,3.351932,1,64,17,3737600,44945.58,1460,128,10.14111,3.877,0
B,8495,0,3.41581,1,42,16,262144,23441.43,1452,32,9.343424,3.8465,0
A,2114,0,3.1556,1,64,21,3737600,42827.59,1460,128,10.0774,3.8768,0
B,8549,0,3.21182,1,43,19,262144,23318.7,1452,32,9.605762,3.8444,0
A,3510,0,3.100265,1,64,21,3737600,42616.98,1460,128,10.1153,3.9491,0
B,8549,0,3.20548,1,42,19,262144,23189.73,1452,32,9.61758,3.8446,0
A,1713,0,3.17808,1,64,20,3737600,47216.65,1460,128,10.02535,3.8028,0
B,8531,0,3.233367,1,43,16,262144,12468.09,1452,32,9.382444,3.8206,0
A,1901,0,10.05945,1,64,88,3737600,301669.1,1460,128,58.93252,3.5775,0
B,217021,0,9.658964,1,50,96,233600,17824,1460,16,0.248485,3.8942,0
A,1249,0,19.18795,1,64,17,3737600,49962.84,1460,128,58.70887,3.5558,0
B,8033,0,18.97264,0,44,21,233600,17980.23,1460,16,0.323035,3.8807,0
A,1250,0,15.58128,1,64,31,3737600,107116.8,1460,128,58.70623,3.5723,0
B,37247,0,15.12616,1,44,33,231680,17696.35,1460,16,0.321135,3.8882,0
A,1406,0,19.89174,1,64,15,3737600,46675.15,1460,128,58.74977,3.6505,0
B,4903,0,21.81616,1,48,15,1843200,29998.5,1440,128,0.267921,3.89,0
A,10083,0,15.97742,1,64,29,3737600,53189.43,1460,128,58.92573,3.6559,0
B,9566,0,17.00776,1,48,28,1843200,41875.26,1440,128,0.274449,3.8764,0
A,1287,0,20.21288,1,64,15,3737600,48977.5,1460,128,58.737,3.6047,0
B,4685,0,22.71388,1,44,13,1843200,42811.14,1440,128,0.3141,3.8993,0
A,1307,0,20.22673,1,64,14,3737600,50275.92,1460,128,58.81719,3.6194,0
B,4930,0,21.27591,1,48,16,1843200,26298.15,1440,128,0.290398,3.8876,0
A,1268,0,19.53054,1,64,16,3737600,47923.71,1460,128,58.74386,3.5841,0
B,5189,0,19.26961,1,43,21,233600,17966.3,1460,16,0.269207,3.8909,0
A,1724,0,19.87519,1,64,15,3737600,46418.65,1460,128,58.70565,3.5798,0
B,4685,0,22.86754,1,42,13,1843200,41843.01,1440,128,0.307366,3.9007,0
A,1447,0,17.66129,1,64,22,3737600,83892.99,1460,128,58.71395,3.5972,0
B,26046,0,16.99739,1,44,29,233600,17833.31,1460,16,0.310122,3.8864,0
A,1446,0,15.47822,1,64,31,3737600,148349.7,1460,128,58.90535,3.4207,0
B,57717,0,16.6456,1,42,30,13926400,18795,1360,1024,0.539404,3.7853,0
A,1194,0,8.481851,1,64,17,3737600,114042.4,1460,128,0.004024,3.6285,0
B,46568,0,7.957579,1,54,22,3706880,24014.28,1460,128,39.98898,3.9421,0
A,1638,0,13.3176,1,64,45,3737600,184056.8,1460,128,58.70437,3.6614,0
B,100864,0,12.99637,1,39,52,1843200,18688.01,1440,128,0.313206,3.8708,0
A,1358,0,17.84375,1,64,20,3737600,53084.94,1460,128,58.69589,3.6043,0
B,8647,0,18.67773,1,44,21,231680,17765.03,1460,16,0.318076,3.8843,0
A,0,0,10.35528,1,64,0,3737600,3737600,1460,128,0,0,0
A,1128,0,3.749884,1,64,13,3737600,85567.25,1460,128,10.15721,3.7046,0
B,20792,0,3.679858,1,48,14,11120640,57825.46,1460,256,4.472367,3.9991,0
A,1158,0,3.679276,1,64,13,3737600,70187.38,1460,128,11.00959,3.6979,0
B,12621,0,3.827263,1,48,13,11120640,68849.75,1460,256,3.574181,3.9991,0
A,1134,0,3.881316,1,64,11,3737600,73128.92,1460,128,10.1561,3.6894,0
B,7568,0,3.873094,1,48,11,11120640,107123.6,1460,256,4.542915,3.9983,0
A,1181,0,3.619118,1,64,15,3737600,88886.11,1460,128,10.15675,3.7059,0
B,25549,0,3.55561,1,48,16,11120640,44689.93,1460,256,4.448134,3.9994,0
A,5535,0,6.352457,1,64,230,3737600,508889.5,1460,128,58.71048,3.581,0
B,461069,0,6.114893,1,44,224,231680,21296,1460,16,0.318325,3.8866,0
A,4506,0,2.787791,1,64,16,3737600,33546.92,1460,128,14.17761,3.9793,0
B,3319,0,3.826624,1,37,9,7475200,448017.2,1460,512,6.503672,3.9804,0
A,0,0,10.35225,1,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,10.35231,1,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,10.35232,1,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,10.35233,1,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,10.42703,1,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,10.42704,1,64,0,3737600,3737600,1460,128,0,0,0
A,1348,0,4.396277,1,64,16,3737600,56511.86,1460,128,11.10039,3.7153,0
B,10424,0,4.596122,1,53,11,231680,12858.4,1460,16,2.894551,3.9797,0
A,1685,0,4.196925,1,64,21,3737600,78243.83,1460,128,10.20474,3.6971,0
B,22499,0,4.293009,1,53,15,231680,13188.02,1460,16,3.793034,3.9416,0
A,1688,0,3.736497,1,64,32,3737600,151123.2,1460,128,10.23721,3.7156,0
B,59924,0,3.776617,1,53,28,231680,13107.15,1460,16,3.766893,3.9423,0
A,907,0,11.23392,1,64,7,3737600,179894.4,1460,128,0.002059,3.8126,0
B,254,0,11.63006,1,55,8,3706880,233694.8,1460,128,40.02668,3.9136,0
A,1408,0,4.461214,1,64,15,3737600,60428.35,1460,128,10.22043,3.7318,0
B,11589,0,4.377092,1,47,14,233600,12628.57,1460,16,3.722136,3.898,0
A,1479,0,4.262284,1,64,18,3737600,73131,1460,128,11.22878,3.7899,0
B,19947,0,4.467946,1,53,15,231680,12498.15,1460,16,1.903089,3.9662,0
A,1480,0,4.261897,1,64,18,3737600,64508.55,1460,128,11.22859,3.7634,0
B,15573,0,4.467827,1,53,15,231680,12489.52,1460,16,1.90024,3.9382,0
A,2284,0,4.089501,1,64,23,3737600,82663.41,1460,128,10.20479,3.7806,0
B,25427,0,4.087313,1,53,19,231680,13147.83,1460,16,3.971936,3.9302,0
A,998,0,4.488945,1,64,15,3737600,81592.04,1460,128,10.15598,3.5384,0
B,22406,0,4.304026,1,47,16,231680,11719.56,1460,16,3.793328,3.9569,0
A,1882,0,4.050436,1,64,24,3737600,90386.48,1460,128,10.20528,3.7707,0
B,30577,0,4.00963,1,53,22,231680,13138.84,1460,16,3.717857,3.9597,0
A,1087,0,4.690424,1,64,10,3737600,80006.64,1460,128,10.21533,3.6578,0
B,6511,0,4.65964,1,56,7,7288320,141429.3,1460,128,8.913823,3.9507,0
A,1042,0,4.336048,1,64,19,3737600,55443.34,1460,128,10.19653,3.5819,0
B,10112,0,4.409453,1,43,11,1868800,12767.75,1460,128,2.553356,3.8863,0
A,1042,0,4.382576,1,64,18,3737600,54035.56,1460,128,10.19566,3.5741,0
B,9302,0,4.363555,1,43,12,233600,11806.51,1460,16,2.554502,3.9545,0
A,1042,0,4.334466,1,64,19,3737600,59347.88,1460,128,10.19739,3.5988,0
B,12376,0,4.36096,1,43,12,233600,11806.51,1460,16,2.561351,3.8852,0
A,1504,0,3.935296,1,64,27,3737600,81575.47,1460,128,10.22577,3.3665,0
B,27832,0,3.939051,1,44,20,1868800,11766.44,1460,128,2.657566,3.8621,0
A,1042,0,4.204453,1,64,22,3737600,54585.71,1460,128,10.24238,3.5854,0
B,15797,0,4.138151,1,43,17,233600,11740.12,1460,16,1.406143,3.9303,0
A,1029,0,4.601646,1,64,12,3737600,61282.38,1460,128,10.20539,3.5468,0
B,6240,0,4.562277,1,53,10,231680,12333.86,1460,16,3.86436,3.9429,0
A,1041,0,4.364866,1,64,17,3737600,73395.2,1460,128,11.18057,3.5572,0
B,19522,0,4.329055,1,47,17,231680,11694.21,1460,16,2.791808,3.9345,0
A,1041,0,4.318884,1,64,18,3737600,87814.25,1460,128,11.18018,3.5851,0
B,27490,0,4.328321,1,47,17,231680,11694.21,1460,16,2.79913,3.934,0
A,1269,0,4.06227,1,64,24,3737600,58506.79,1460,128,10.2039,3.6456,0
B,13043,0,4.043846,1,43,15,1868800,11796.87,1460,128,0.868679,3.8852,0
A,1041,0,4.351387,1,64,18,3737600,79882.67,1460,128,10.1566,3.5707,0
B,23025,0,4.356448,1,47,15,231680,11755.02,1460,16,3.750802,3.9767,0
A,1033,0,4.569035,1,64,13,3737600,60688.92,1460,128,10.15597,3.5658,0
B,8512,0,4.527504,1,47,11,231680,12118.38,1460,16,3.850401,3.8861,0
A,1003,0,4.593379,1,64,12,3737600,60284.61,1460,128,10.15656,3.871,0
B,6600,0,4.558322,1,47,10,231680,12422.39,1460,16,3.85278,3.9994,0
A,1041,0,3.937476,1,64,27,3737600,164554.9,1460,128,10.16784,3.5648,0
B,66882,0,3.558422,1,47,34,231680,11636.93,1460,16,3.53483,3.9356,0
A,1003,0,4.598262,1,64,12,3737600,56476.73,1460,128,10.15604,3.8731,0
B,4630,0,4.584476,1,47,9,231680,12725.47,1460,16,3.81436,3.9981,0
A,1033,0,4.571928,1,64,13,3737600,60688.92,1460,128,10.15634,3.5375,0
B,8525,0,4.530202,1,47,11,231680,12118.38,1460,16,3.828036,3.8855,0
A,1037,0,4.359949,1,64,18,3737600,96092.43,1460,128,10.20459,3.5615,0
B,31822,0,4.164007,1,53,19,231680,11664.56,1460,16,3.882086,3.8871,0
A,3172,0,3.969884,1,64,24,3737600,65473.14,1460,128,10.18456,3.7473,0
B,15560,0,3.98136,1,47,21,233600,15452.23,1460,16,3.616605,3.9646,0
A,1284,0,2.968508,1,64,62,3737600,185132.1,1460,128,10.2043,3.6686,0
B,81358,0,2.954419,1,43,47,233600,12471.71,1460,16,2.278494,3.9389,0
A,1031,0,2.549327,1,64,84,3737600,184775.8,1460,128,10.20489,3.5713,0
B,255457,0,2.221031,1,53,109,231680,11636.8,1460,16,2.669693,3.8897,0
A,2049,0,4.403977,1,64,18,3737600,48670.18,1460,128,10.19185,3.8647,0
B,5550,0,4.416364,1,43,10,233600,13041.63,1460,16,2.545951,3.8769,0
A,1108,0,3.989507,1,64,26,3737600,46188.72,1460,128,10.19508,3.6309,0
B,17196,0,3.910973,0,43,20,233600,11724.75,1460,16,2.55155,3.8071,0
A,1138,0,4.550647,1,64,15,3737600,52064.66,1460,128,10.19085,3.646,0
B,5550,0,4.613865,1,43,10,233600,12212.15,1460,16,2.555172,3.9048,0
A,2049,0,4.4009,1,64,18,3737600,48670.18,1460,128,10.19522,3.8698,0
B,5550,0,4.413291,1,43,11,233600,13041.63,1460,16,2.572384,3.8785,0
A,1017,0,4.357131,1,64,19,3737600,95158.8,1460,128,10.21411,3.5986,0
B,30406,0,4.165545,1,43,17,1868800,11910.74,1460,128,2.679913,3.9365,0
A,2668,0,9.057562,1,64,10,3737600,3965014,1460,128,36.12107,3.9647,0
B,653,0,10.05334,1,52,9,12960,13239.21,1452,1,0.084928,3.9769,0
A,1535,0,4.197072,1,64,21,3737600,105562.7,1460,128,10.21288,3.4206,0
B,35996,0,3.976833,1,43,21,1853440,11689.23,1460,128,2.706139,3.8954,0
A,1036,0,1.344907,1,64,341,3737600,332266.7,1460,128,10.20475,3.5582,0
B,1912506,0,0.977703,1,53,647,231680,11636.8,1460,16,3.344027,3.9359,0
A,835,0,0.066548,0,64,6,3737600,123270.4,1460,128,0.004281,3.4084,0
B,4099,0,0.053747,1,53,8,14950400,1259942,1460,512,0.2652,3.8365,0
A,4534,0,4.106942,1,64,20,3737600,45236.81,1460,128,11.24745,3.9402,0
B,5971,0,4.624336,1,37,11,7475200,19183,1460,512,0.586207,3.8942,0
A,7048,0,3.447845,1,64,39,3737600,117298.7,1460,128,11.21659,3.727,0
B,41576,0,3.592862,1,47,35,233600,26331.14,1460,16,1.559895,3.9696,0
A,2121,0,4.620463,1,64,13,3737600,53450.06,1460,128,11.04757,3.8845,0
B,3944,0,4.799032,1,42,8,14950400,124412.4,1460,512,1.632411,3.9158,0
A,1035,0,1.325629,1,64,350,3737600,184764.8,1460,128,10.21135,3.546,0
B,1377278,0,1.054617,1,53,550,231680,11636.8,1460,16,2.986642,3.8883,0
A,3563,0,4.470397,1,64,16,3737600,53671.96,1460,128,10.22278,3.9026,0
B,5228,0,4.601932,1,42,10,14950400,74909.26,1460,512,2.691599,3.9267,0
A,2496,0,2.725796,1,64,70,3737600,336638.9,1460,128,10.21569,3.8188,0
B,202599,0,2.539581,1,56,79,7288320,43635.19,1460,128,8.903226,3.9376,0
A,2713,0,2.872548,1,64,74,3737600,230412.8,1460,128,11.22846,3.7189,0
B,305851,0,2.583719,1,53,97,231680,15376.45,1460,16,2.658389,3.9719,0
A,2004,0,3.304317,1,64,52,3737600,184637.4,1460,128,10.20518,3.6791,0
B,119453,0,3.284012,1,53,51,231680,13883.29,1460,16,3.938528,3.8949,0
A,0,0,9.912683,1,64,0,3737600,3737600,1460,128,0,0,0
A,868,0,0.100911,1,64,13,3737600,5639463,1460,128,0.007432,3.4055,0
B,7523,0,0.102622,1,83,11,11520,8138.301,1440,1,0.26275,3.7292,0
A,1608,0,4.698726,1,64,15,3737600,47166.18,1460,128,11.26111,3.7925,0
B,3792,0,4.880261,1,45,6,1868800,24906.08,1440,128,0.699135,3.9181,0
A,835,0,0.215181,1,64,7,3737600,188004.5,1460,128,0.004703,3.3874,0
B,4070,0,0.197751,1,53,9,14950400,891661.7,1460,512,0.838324,3.835,0
A,0,0,10.19987,1,64,0,3737600,3737600,1460,128,0,0,0
A,3619,0,11.40558,1,64,4,3737600,102637,1460,128,88.92131,2.845,0
B,0,0,33.60451,0,46,2,1843200,1294579,1440,128,4.006196,0,0
A,1005,0,4.750229,1,64,13,3737600,54018.16,1460,128,10.17118,3.5443,0
B,4035,0,4.667726,1,53,7,7475200,47226.64,1460,512,8.459568,3.9081,0
A,911,0,3.349961,0,64,82,3737600,111445.8,1460,128,11.18336,3.8791,0
B,175995,0,3.237699,1,230,87,6872832,31488,1460,256,0.082639,3.9933,0
A,8621,0,4.123684,0,64,42,3737600,57119.78,1460,128,11.24531,3.7895,0
B,30331,0,4.173291,1,56,43,3706880,45305.14,1460,128,0.663036,3.9247,0
A,8616,0,4.154467,1,64,42,3737600,81599.69,1460,128,11.24494,3.7901,0
B,29042,0,4.203461,1,56,42,3706880,45305.16,1460,128,0.663528,3.9165,0
A,8309,0,4.150318,1,64,43,3737600,83291.03,1460,128,11.27246,3.8241,0
B,32718,0,4.048522,1,56,44,3706880,45435.48,1460,128,0.704659,3.9104,0
A,8310,0,4.126621,1,64,43,3737600,78374.61,1460,128,11.24502,3.8153,0
B,28436,0,4.255887,1,56,40,3706880,44153.66,1460,128,0.817334,3.9544,0
A,7523,0,4.223705,1,64,39,3737600,74689.62,1460,128,11.16344,3.4355,0
B,26038,0,4.198588,1,56,38,3706880,42875.62,1460,128,0.910838,3.9443,0
A,8175,0,4.143692,0,64,40,3737600,38965.59,1460,128,10.22098,3.4364,0
B,28710,0,4.046894,1,56,42,3706880,44157.2,1460,128,0.779064,3.9572,0
A,835,0,0.103601,1,64,9,3737600,3837833,1460,128,0.033594,3.7952,0
B,399,0,0.108598,1,44,7,12960,7766.125,1452,1,0.286784,3.8703,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,25216,0,4.233336,0,64,36,3737600,27469.11,1460,128,10.22152,3.9385,0
B,8401,0,3.876871,1,56,48,3706880,103791.9,1460,128,0.672147,3.9241,0
A,21075,0,4.385398,0,64,32,3737600,21137.23,1460,128,11.24545,3.9928,0
B,3978,0,4.109636,1,56,41,3706880,93802.4,1460,128,0.658636,3.991,0
A,23720,0,4.309773,1,64,35,3737600,56057.32,1460,128,10.22106,3.9379,0
B,8366,0,3.89978,1,56,47,3706880,100714.1,1460,128,0.673171,3.9219,0
A,20972,0,4.445632,1,64,31,3737600,30198.03,1460,128,10.25132,3.991,0
B,4090,0,4.071685,1,56,41,3706880,92145.45,1460,128,0.613118,3.9864,0
A,17311,0,4.473214,1,64,29,3737600,28781.02,1460,128,11.24492,3.9918,0
B,3315,0,4.265166,1,56,35,3706880,82282.59,1460,128,0.781786,3.9888,0
A,23102,0,4.391388,1,64,33,3737600,30996.72,1460,128,10.22142,3.9911,0
B,4284,0,3.993337,1,56,44,3706880,97905.45,1460,128,0.627713,3.9816,0
A,1426,0,4.781854,1,64,24,3737600,76598.07,1460,128,10.15668,3.7952,0
B,20416,0,4.8353,1,48,15,11120640,48960.95,1460,256,0.085847,3.9991,0
A,2002,0,4.738163,1,64,24,3737600,66619.98,1460,128,10.15691,3.8712,0
B,15111,0,4.773038,1,48,15,11120640,48836.63,1460,256,0.303854,3.9982,0
A,1779,0,19.75411,1,64,25,3737600,34976.29,1460,128,58.97564,3.9041,0
B,2000,0,20.68062,1,122,25,15409152,47747,1380,256,4.371616,3.9888,0
A,1142,0,4.917519,1,64,18,3737600,5384986,1460,128,11.0533,3.6292,0
B,4881,0,4.830074,1,44,9,12960,65412.7,1452,1,0.286738,3.8778,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,2054,0,0.042902,1,64,6,3737600,4657835,1460,128,0.003811,3.866,0
B,3882,0,26.65199,1,52,8,12960,11686.72,1452,1,90.08434,3.9081,0
A,2247,0,0.041101,1,64,5,3737600,3894474,1460,128,0.083477,3.9681,0
B,563,0,29.13659,1,53,6,12960,11500.07,1452,1,90.12349,3.975,0
A,811,0,0.014903,0,64,7,3737600,92426.31,1460,128,0.028729,3.4266,0
B,5074,0,0.016244,1,54,11,14827520,314102.4,1460,512,0.026148,3.8112,0
A,1172,0,13.4416,1,64,45,3737600,137975.1,1460,128,58.48767,3.5815,0
B,51566,0,13.40599,1,44,47,43356160,43009.11,1460,1024,0.332443,3.9986,0
A,1733,0,16.44729,0,64,25,3737600,31059.89,1460,128,58.50407,3.6661,0
B,27280,0,16.73597,1,56,30,33553920,150578.3,1460,512,0.908016,3.999,0
A,1146,0,18.60867,1,64,19,3737600,69976.23,1460,128,58.49466,3.6042,0
B,17474,0,21.85202,1,56,14,7288320,109139.1,1460,128,0.125645,3.8947,0
A,2450,0,17.95478,1,64,21,3737600,48335.39,1460,128,58.95512,3.6512,0
B,5703,0,19.70564,1,54,20,29655040,69429.23,1460,1024,0.478603,3.9974,0
A,3120,0,12.85189,1,64,50,3737600,158199.8,1460,128,58.94532,3.5886,0
B,60683,0,13.99758,1,54,45,29655040,43952.12,1460,1024,0.485653,3.9978,0
A,1213,0,19.25433,1,64,17,3737600,48579,1460,128,58.52184,3.6655,0
B,6104,0,21.32441,1,54,16,29655040,173341,1460,1024,0.391094,3.9977,0
A,1188,0,17.66316,1,64,22,3737600,62588.69,1460,128,58.77193,3.6231,0
B,13602,0,18.31252,1,54,24,43356160,54862.27,1460,1024,0.345691,3.9986,0
A,1308,0,16.4856,1,64,28,3737600,67528.79,1460,128,58.49377,3.5762,0
B,16959,0,18.69702,1,56,23,7288320,62983.55,1460,128,0.028518,3.8899,0
A,4598,0,16.0071,1,64,29,3737600,68109.57,1460,128,58.42736,3.6201,0
B,10679,0,16.05257,1,54,33,43356160,43486.36,1460,1024,0.569886,3.9986,0
A,1194,0,17.93277,1,64,21,3737600,50249.75,1460,128,58.42615,3.6109,0
B,6603,0,19.71692,1,54,19,43356160,92380.21,1460,1024,0.3467,3.9982,0
A,1268,0,18.21937,1,64,20,3737600,48734.82,1460,128,58.42609,3.6135,0
B,5821,0,20.0856,1,54,18,43356160,113539.7,1460,1024,0.475906,3.9986,0
A,2255,0,14.12102,1,64,41,3737600,131912.7,1460,128,58.65057,3.6055,0
B,49597,0,14.64601,0,46,38,8388480,75512.47,1340,128,0.277381,3.9994,0
A,2012,0,11.9873,1,64,58,3737600,288306.6,1460,128,58.91532,3.6204,0
B,191980,0,10.36149,1,53,85,231680,17696,1460,16,0.037126,3.8973,0
A,1788,0,19.40202,1,64,16,3737600,49254.45,1460,128,59.05605,3.6697,0
B,5151,0,20.43782,1,51,18,43356160,143767.6,1460,1024,0.254652,3.9978,0
A,1408,0,0.036162,1,64,6,3737600,3919911,1460,128,0.004445,3.9312,0
B,563,0,0.035988,1,50,6,12960,16021.52,1452,1,0.085069,3.9784,0
A,2103,0,17.68616,1,64,22,3737600,133954.8,1460,128,58.43459,3.836,0
B,51708,0,18.05586,1,53,25,14950400,36647.18,1460,512,0.086771,3.8953,0
A,1638,0,19.50889,1,64,16,3737600,5580041,1460,128,58.71473,3.7433,0
B,4775,0,21.7706,1,239,14,8190,17607.69,1460,1,0.226579,3.8938,0
A,3289,0,15.76394,1,64,30,3737600,62605.73,1460,128,58.69931,3.7212,0
B,7199,0,16.02865,1,54,33,43356160,43486.36,1460,1024,0.475284,3.9979,0
A,2311,0,17.87992,1,64,22,3737600,46022.85,1460,128,59.1846,3.383,0
B,6095,0,19.75149,1,48,18,14950400,52678.31,1460,512,0.287415,3.8911,0
A,3902,0,14.36124,1,64,38,3737600,7608018,1460,128,58.27482,3.8815,0
B,9510,0,15.66554,1,44,35,12960,7300.031,1452,1,0.348906,3.8699,0
A,5865,0,13.34658,1,64,43,3737600,152540.6,1460,128,58.71255,3.7505,0
B,59859,0,14.38282,1,41,41,3737600,7681.663,1452,512,0.515169,3.6795,0
A,1773,0,18.16242,0,64,19,3737600,52846.46,1460,128,58.92039,3.1767,0
B,10024,0,19.19072,1,53,19,14950400,34835.54,1460,512,0.093165,3.8822,0
