dir,numBytesSnt,minPktSz,stdIAT,ipMindIPID,ipMaxTTL,tcpPSeqCnt,tcpInitWinSz,tcpAveWinSz,tcpMSS,tcpWS,tcpRTTAckTripMax,entropy,class
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.7738,0
A,0,0,0,65535,64,0,0,0,0,1,0.000009,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.6968,0
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.7455,0
A,0,0,0,65535,64,0,0,0,0,1,0.000005,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.8316,0
A,0,0,0,65535,64,0,0,0,0,1,0.000006,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.7053,0
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.8108,0
A,1142,0,2.026731,1,64,47,3737600,182518.8,1460,128,10.22192,3.6467,0
B,85497,0,2.068218,1,48,44,262144,11737.61,1452,32,8.604828,3.845,0
A,0,0,0,65535,64,0,0,0,0,1,0.000015,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.8282,0
A,0,0,0,65535,64,0,0,0,0,1,0.000014,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.7526,0
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,0
B,61,61,0,65535,54,1,2078,2078,0,1,0,3.8705,0
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.6812,0
A,811,0,0.034609,0,64,7,3737600,45143.49,1460,128,0.003047,3.4257,0
B,4388,0,0.033161,1,54,12,28960,8720.278,1460,4,0.088644,3.8494,0
A,0,0,0.117955,47879,64,0,3737600,2616320,1460,128,0.000017,0,0
B,0,0,0,65535,49,1,262144,262144,1452,32,0.33361,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000032,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.7604,0
A,811,0,0.032156,0,64,6,3737600,60517.88,1460,128,0.013994,3.4039,0
B,4388,0,0.032069,1,55,11,28960,8895.255,1460,4,0.087979,3.8514,0
A,811,0,0.032834,0,64,7,3737600,45143.49,1460,128,0.013261,3.4239,0
B,4388,0,0.033072,1,54,12,28960,8720.278,1460,4,0.088189,3.8548,0
A,811,0,0.033832,0,64,7,3737600,45143.49,1460,128,0.010923,3.4109,0
B,4388,0,0.034133,1,54,12,28960,8720.278,1460,4,0.088446,3.8486,0
A,811,0,0.032414,0,64,7,3737600,45143.49,1460,128,0.021602,3.4272,0
B,4388,0,0.035087,1,55,12,28960,8720.278,1460,4,0.08841,3.8525,0
A,811,0,0.033075,0,64,7,3737600,45143.49,1460,128,0.025584,3.4266,0
B,4388,0,0.03608,1,54,12,28960,8720.278,1460,4,0.088172,3.849,0
A,868,0,0.073979,1,64,17,3737600,31147.57,1460,128,0.00973,3.424,0
B,7274,0,0.065829,1,49,15,262144,32125.9,1452,32,0.263529,3.8854,0
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.7173,0
A,0,0,0,65535,64,0,0,0,0,1,0.000011,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.7551,0
A,868,0,0.068726,0,64,19,3737600,21068.07,1460,128,0.008766,3.4131,0
B,7348,0,0.060215,1,49,18,262144,31769.62,1452,32,0.253868,3.8686,0
A,0,0,0.000003,0,64,0,0,0,0,1,0.000012,0,0
B,31,0,0.000006,1,48,2,992,992,0,1,0.000006,3.349,0
A,0,0,0,65535,64,0,0,0,0,1,0.000013,0,0
B,30,30,0,65535,55,1,2078,2078,0,1,0,3.7425,0
A,0,0,0,65535,64,0,0,0,0,1,0.000009,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.6743,0
A,0,0,0,65535,64,0,0,0,0,1,0.000028,0,0
B,30,30,0,65535,54,1,2078,2078,0,1,0,3.718,0
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,0
B,84,84,0,65535,48,1,992,992,0,1,0,3.8801,0
A,0,0,0.030397,0,64,0,0,0,0,1,0.000017,0,0
B,31,0,0.030389,1,48,2,992,992,0,1,0.078963,3.2383,0
A,0,0,0.411129,48796,64,0,3737600,2616320,1460,128,0.000017,0,0
B,0,0,0,65535,55,1,57920,57920,1460,4,1.162832,0,0
A,868,0,0.092797,0,64,18,3737600,14876.24,1460,128,0.002537,3.3933,0
B,7343,0,0.077517,1,49,18,262144,31948.75,1452,32,0.365438,3.8927,0
A,0,0,0.000043,0,64,0,0,0,0,1,0.000017,0,0
B,31,0,0.000048,1,48,2,992,992,0,1,0.000119,3.2242,0
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,0
B,75,75,0,65535,48,1,992,992,0,1,0,3.8268,0
A,997,0,0.034907,1,64,7,3737600,144003.8,1460,128,0.04636,3.4502,0
B,4358,0,0.042509,1,54,10,28960,9145.222,1460,4,0.088287,3.8524,0
A,997,0,0.035037,1,64,7,3737600,144003.8,1460,128,0.050184,3.4301,0
B,4358,0,0.042714,1,55,10,28960,9145.222,1460,4,0.087851,3.8513,0
A,1286,0,0.517423,1,64,11,3737600,56804.43,1460,128,2.171249,3.1641,0
B,4345,0,0.651716,1,47,10,262144,24443.72,1452,32,0.796727,3.8435,0
A,896,0,0.038891,1,64,7,3737600,112424.7,1460,128,0.053293,3.4676,0
B,4367,0,0.046857,1,54,11,28960,8895.255,1460,4,0.088298,3.8555,0
A,1328,0,0.071127,1,64,7,3737600,112246.3,1460,128,0.322902,3.2607,0
B,4367,0,0.089944,1,54,10,28960,8895.255,1460,4,0.087196,3.851,0
A,599,0,1.206328,0,64,7,3737600,87687.84,1460,128,4.645472,3.5499,0
B,325,0,1.30563,1,42,10,262144,36884,1452,32,0.276424,3.7737,0
A,1908,0,21.05856,1,64,26,3737600,49250.35,1460,128,59.06656,3.7416,0
B,5264,0,21.72374,1,122,27,15409152,65931.72,1380,256,0.05722,3.9966,0
A,599,0,1.200036,0,64,7,3737600,87687.84,1460,128,4.571224,3.5786,0
B,325,0,1.299962,1,42,10,262144,36884,1452,32,0.313331,3.7439,0
A,630,0,1.264156,0,64,7,3737600,50292.11,1460,128,5.821573,3.5344,0
B,325,0,1.618387,1,47,10,262144,36884,1452,32,0.278041,3.7209,0
A,630,0,1.26362,0,64,7,3737600,50292.11,1460,128,5.819157,3.5384,0
B,325,0,1.617711,1,47,10,262144,36884,1452,32,0.278217,3.7577,0
A,2011,0,2.04936,1,64,18,3737600,61936.91,1460,128,0.040288,3.941,0
B,14422,0,2.101586,1,49,18,262144,12970.42,1452,32,9.959718,3.7876,0
A,811,0,0.0366,1,64,7,3737600,143671.3,1460,128,0.001966,3.4138,0
B,4367,0,0.033855,1,55,11,28960,8895.255,1460,4,0.088917,3.8513,0
A,1147,0,0.987546,0,64,7,3737600,39513.34,1460,128,4.819501,3.5342,0
B,325,0,1.366594,1,47,10,262144,36884,1452,32,0.35874,3.7461,0
A,599,0,1.214028,0,64,7,3737600,61381.49,1460,128,4.987083,3.5621,0
B,325,0,1.398919,1,42,10,262144,36884,1452,32,0.257005,3.763,0
A,2150,0,0.622282,0,64,7,3737600,39513.34,1460,128,3.117461,3.5645,0
B,325,0,0.94864,1,42,10,262144,36884,1452,32,0.257217,3.782,0
A,2577,0,15.63979,1,64,25,3737600,37098.82,1460,128,58.62695,3.8546,0
B,3141,0,17.13006,1,122,22,15409152,70526.35,1380,256,0.052841,3.991,0
A,1410,0,19.25636,1,64,17,3737600,48156.57,1460,128,58.41013,3.7053,0
B,5603,0,20.50361,1,122,16,15409152,99174.51,1380,256,0.056331,3.9982,0
A,1276,0,20.36061,1,64,15,3737600,51777.1,1460,128,58.6733,3.6816,0
B,4456,0,21.89065,1,107,15,15972352,175423.9,1430,256,0.053633,3.998,0
A,1198,0,0.95574,0,64,7,3737600,39513.34,1460,128,4.254565,3.5477,0
B,178,0,1.251447,1,47,10,262144,39690.29,1452,32,0.270649,3.6973,0
A,997,0,0.038299,1,64,7,3737600,144003.8,1460,128,0.00695,3.4287,0
B,4358,0,0.037984,1,55,10,28960,9145.222,1460,4,0.088204,3.85,0
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,31,31,0,65535,37,1,948,948,0,1,0,3.4559,0
A,811,0,0.090269,1,64,8,3737600,112934.8,1460,128,0.00368,3.4173,0
B,4367,0,0.070428,1,55,12,28960,8720.278,1460,4,0.375327,3.8522,0
A,1845,0,0.105204,1,64,8,3737600,75539.12,1460,128,0.707907,2.9483,0
B,4388,0,0.151388,1,54,12,28960,8597.795,1460,4,0.086936,3.8495,0
A,1082,0,0.082576,1,64,8,3737600,90552.03,1460,128,0.217464,3.5856,0
B,4367,0,0.099936,1,54,10,28960,9145.222,1460,4,0.088049,3.855,0
A,1328,0,0.073205,1,64,6,3737600,143601.7,1460,128,0.291819,3.2434,0
B,4388,0,0.086381,1,53,11,57920,16748.79,1460,4,0.089001,3.8539,0
A,1328,0,0.077945,1,64,7,3737600,112246.3,1460,128,0.321997,3.2367,0
B,4388,0,0.089758,1,55,12,57920,16389.76,1460,4,0.089993,3.8529,0
A,1726,0,2.314294,1,64,12,3737600,61730.78,1460,128,0.004803,3.9176,0
B,4792,0,2.37918,1,47,12,262144,25299.52,1452,32,9.733544,3.76,0
A,2692,0,2.246497,1,64,13,3737600,58447.24,1460,128,0.066251,3.9671,0
B,5946,0,2.306365,1,47,13,262144,26412.9,1452,32,9.721864,3.7566,0
A,4212,0,2.046395,1,64,17,3737600,65665.56,1460,128,0.617735,3.9603,0
B,19230,0,2.050501,1,47,19,262144,26978.96,1452,32,10.00001,3.7375,0
A,2910,0,2.043646,1,64,16,3737600,62852.98,1460,128,0.754793,3.8464,0
B,16561,0,2.191147,1,47,16,262144,25343.05,1452,32,10,3.7445,0
A,1808,0,3.62151,1,64,24,3737600,123460.5,1460,128,0.047284,3.6101,0
B,47811,0,3.574693,1,55,28,28960,5819.35,1460,4,19.95302,3.8591,0
A,2407,0,16.35993,1,64,43,3737600,43748.86,1460,128,58.97533,3.9093,0
B,3232,0,16.86782,1,122,41,15409152,44804.79,1380,256,4.280599,3.9857,0
A,1713,0,2.306373,1,64,70,3737600,337950.8,1460,128,0.072622,3.6724,0
B,362388,0,2.083343,1,55,89,57920,10886.4,1460,4,19.99992,3.8566,0
A,1656,0,3.969317,1,64,18,3737600,93922.21,1460,128,0.043562,3.9561,0
B,30654,0,3.819532,1,52,22,28960,6968.022,1460,4,19.25844,3.9993,0
A,1656,0,4.408831,1,64,15,3737600,77502.51,1460,128,0.001991,3.9547,0
B,22026,0,4.031143,1,51,21,28960,6967.701,1460,4,19.90111,3.9967,0
A,1667,0,4.306416,1,64,16,3737600,92952.88,1460,128,0.002718,3.9616,0
B,31256,0,3.806931,1,51,24,28960,6979.745,1460,4,19.90024,3.9961,0
A,1838,0,3.415278,1,64,16,3737600,35578.85,1460,128,10.1581,3.9299,0
B,1821,0,3.481012,1,49,15,262144,13018.11,1452,32,9.38543,3.739,0
A,2463,0,3.709399,1,64,12,3737600,50647.09,1460,128,10.16601,3.9259,0
B,1901,0,3.643585,1,49,14,262144,14260.85,1452,32,9.628309,3.9643,0
A,3637,0,3.499928,1,64,15,3737600,49835.24,1460,128,10.10426,3.9536,0
B,6900,0,3.437252,1,48,17,262144,15237.64,1452,32,9.674212,3.9943,0
A,2779,0,2.972979,1,64,19,3737600,37073.72,1460,128,12.0707,3.9213,0
B,3833,0,3.443245,1,49,17,262144,14099.18,1452,32,7.689369,3.7559,0
A,3508,0,2.221405,0,64,96,3737600,90515.52,1460,128,10.5688,3.6252,0
B,304638,0,2.035208,1,55,121,28960,5818.401,1460,4,20.28707,3.8536,0
A,2573,0,3.427377,1,64,16,3737600,44438.53,1460,128,10.01788,3.9569,0
B,4870,0,3.493594,1,48,15,262144,13955.97,1452,32,9.774146,3.7678,0
A,1200,0,3.284641,1,64,18,3737600,45670.83,1460,128,10.22739,3.672,0
B,9815,0,3.287241,1,49,18,262144,11846.3,1452,32,9.200352,3.8208,0
A,2061,0,3.807299,1,64,11,3737600,55365.99,1460,128,10.15588,3.9416,0
B,583,0,3.888685,1,43,10,262144,25299.52,1452,32,9.591558,3.7646,0
A,1955,0,3.717044,1,64,12,3737600,47857,1460,128,10.11461,3.9377,0
B,583,0,3.888256,1,42,10,262144,25299.52,1452,32,9.600903,3.7428,0
A,2047,0,3.801677,1,64,11,3737600,55365.99,1460,128,10.24401,3.939,0
B,583,0,3.884958,1,43,10,262144,25299.52,1452,32,9.378112,3.7694,0
A,834,0,0.112045,1,64,6,3737600,170757.5,1460,128,0.001472,3.8853,0
B,233,0,0.088476,0,42,7,8388480,1050392,1452,128,0.320492,3.9172,0
A,2577,0,3.781263,1,64,10,3737600,55365.99,1460,128,10.18096,3.8907,0
B,436,0,3.868105,1,43,11,262144,25957.28,1452,32,9.551403,3.9165,0
A,834,0,0.110326,1,64,6,3737600,170757.5,1460,128,0.00183,3.8798,0
B,233,0,0.087145,0,42,7,8388480,1050392,1340,128,0.318992,3.8777,0
A,834,0,0.112868,1,64,6,3737600,170757.5,1460,128,0.001564,3.8974,0
B,233,0,0.088484,0,42,7,8388480,1050392,1340,128,0.32544,3.8869,0
A,0,0,0.000732,0,64,0,0,0,0,1,0.000019,0,0
B,0,0,0.000728,1,42,3,566,566,0,1,0.001903,0,0
A,0,0,0.000008,0,64,0,0,0,0,1,0.000018,0,0
B,0,0,0.000009,1,42,3,566,566,0,1,0.000022,0,0
A,0,0,0.000018,0,64,0,0,0,0,1,0.000018,0,0
B,0,0,0.000017,1,42,3,566,566,0,1,0.000051,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,0
B,0,0,0,65535,42,1,566,566,0,1,0,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000023,0,0
B,0,0,0,65535,42,1,566,566,0,1,0,0,0
A,6172,0,3.08901,1,64,27,3737600,78699.91,1460,128,10.24162,3.9268,0
B,19933,0,2.999525,1,49,31,262144,19499.25,1452,32,9.518216,3.9898,0
A,599,0,1.126698,0,64,9,3737600,50292.11,1460,128,4.665206,3.5666,0
B,325,0,1.250258,1,43,11,262144,19154.49,1452,32,0.336401,3.7253,0
A,9048,0,0.641501,1,64,684,3737600,184579.9,1460,128,0.331273,3.6444,0
B,2856441,0,0.557264,1,55,893,28960,7845.599,1460,4,16.78325,3.8449,0
A,1239,0,3.85143,1,64,22,3737600,90317.94,1460,128,0.042987,3.917,0
B,29950,0,3.571277,0,42,24,8388480,52633.44,1452,128,20.20421,3.9602,0
A,1208,0,4.526245,1,64,14,3737600,50747.75,1460,128,10.1516,3.6596,0
B,4755,0,4.481512,1,55,13,7475200,23932.75,1460,512,9.090744,3.8396,0
A,5270,0,4.038642,1,64,17,3737600,45086.55,1460,128,23.98819,2.9363,0
B,8647,0,5.608857,1,47,16,262144,23184.86,1452,32,9.350514,3.8438,0
A,1223,0,3.541697,1,64,14,3737600,38903.58,1460,128,10.07153,3.8558,0
B,1248,0,3.614555,1,43,12,262144,22849.91,1452,32,9.379025,3.7233,0
A,12698,0,4.76622,1,64,561,3737600,1852243,1460,128,58.85041,3.5991,0
B,2164518,0,4.918876,1,59,520,29900800,72694.27,1400,1024,0.052088,3.9992,0
A,1237,0,18.50615,1,64,19,3737600,48062.62,1460,128,58.66017,3.6047,0
B,4933,0,20.44611,1,122,16,15409152,99175.79,1380,256,0.05663,3.9988,0
A,2309,0,20.10147,1,64,28,3737600,56618.1,1460,128,58.89776,3.7151,0
B,6527,0,21.69131,1,122,27,15409152,65183.65,1380,256,0.362168,3.9983,0
A,1585,0,18.89375,1,64,18,3737600,47262.62,1460,128,58.8977,3.6994,0
B,5661,0,19.33632,1,122,20,15409152,76722.52,1380,256,0.056204,3.9991,0
A,1788,0,18.53837,1,64,37,3737600,104240.5,1460,128,58.92792,3.7457,0
B,32740,0,19.53715,1,122,36,15409152,64567.73,1380,256,0.096152,3.998,0
A,2151,0,18.87064,1,64,35,3737600,35708.82,1460,128,58.8973,3.9276,0
B,2953,0,19.71113,1,122,33,15409152,68136.42,1380,256,0.172572,3.9947,0
A,7310,0,6.952699,1,64,339,3737600,556125.9,1460,128,58.90843,3.627,0
B,834694,0,5.983973,1,122,465,15409152,79601.73,1380,256,0.385121,3.9989,0
A,2330,0,19.4663,1,64,32,3737600,37467.23,1460,128,58.8974,3.9512,0
B,2630,0,19.93907,1,122,33,15409152,67916.05,1380,256,0.053249,3.993,0
A,3016,0,20.59616,1,64,28,3737600,53870.26,1460,128,58.89774,3.7336,0
B,6254,0,21.99318,1,122,26,15409152,69333.93,1380,256,0.055882,3.9969,0
A,825,0,0.005432,0,64,5,3737600,164423.1,1460,128,0.003412,3.8149,0
B,253,0,0.006146,1,246,7,7413760,899397.8,1460,256,0.015645,3.8707,0
A,1339,0,2.595336,1,64,9,3737600,103415.1,1460,128,0.043285,3.8761,0
B,506,0,2.693063,1,49,10,262144,18729.95,1452,32,9.956863,3.9441,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
B,0,0,0,65535,230,0,8212,8212,0,1,0.027986,0,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
B,0,0,0,65535,233,0,8212,8212,0,1,0.028449,0,0
A,6265,0,3.804587,1,64,108,3737600,184829.3,1460,128,5.132972,3.5786,0
B,130658,0,3.708952,1,55,115,3706880,35516.56,1460,128,40.12095,3.8895,0
A,1369,0,4.358394,1,64,17,3737600,55678.89,1460,128,11.22787,3.7561,0
B,7971,0,4.644313,1,69,10,8290304,72229.7,1420,128,2.794432,3.9987,0
A,1792,0,4.373044,1,64,17,3737600,49537.48,1460,128,10.14334,3.9474,0
B,7865,0,4.497253,1,221,11,524160,207964.7,1460,64,3.927674,3.8958,0
A,1107,0,4.28073,1,64,19,3737600,48107.06,1460,128,10.14417,3.8914,0
B,8319,0,4.430389,1,221,12,524160,207395.2,1460,64,3.83308,3.8909,0
A,5066,0,3.382545,1,64,42,3737600,161365.4,1460,128,10.23056,3.8613,0
B,61673,0,3.359225,1,220,39,524160,213089.7,1460,64,3.569579,3.8985,0
A,2398,0,4.333437,1,64,17,3737600,43168.18,1460,128,10.21198,3.7552,0
B,4568,0,4.691195,1,229,9,6872832,96425,1460,256,9.545741,3.9131,0
A,1698,0,12.95624,0,64,47,3737600,54740.51,1460,128,58.83324,3.6662,0
B,64562,0,13.26178,1,49,50,262144,32767.99,1452,32,0.254992,3.8672,0
A,0,0,0,65535,64,0,0,0,0,1,0.000019,0,0
B,0,0,0,65535,48,1,1024,1024,0,1,0,0,0
A,1801,0,15.37799,0,64,30,3737600,21185.95,1460,128,58.73603,3.7744,0
B,7820,0,17.22846,1,49,27,262144,32763.36,1452,32,0.371783,3.8912,0
A,3838,0,14.11231,1,64,40,3737600,119914.8,1460,128,58.8447,3.9293,0
B,41371,0,13.50821,0,47,44,8388480,80833.93,1340,128,0.243174,3.9906,0
A,835,0,0.100634,1,64,7,3737600,132061.5,1460,128,0.0018,3.3625,0
B,4440,0,0.097922,1,46,7,7413760,899182.6,1460,256,0.26312,3.8898,0
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,0,0,0,65535,46,1,122,122,0,1,0,0,0
A,868,0,0.007894,0,64,6,3737600,123698.9,1460,128,0.023442,3.4422,0
B,3519,0,0.009149,1,246,9,7413760,456377.2,1460,256,0.020042,3.8833,0
A,868,0,0.006501,0,64,7,3737600,91797.55,1460,128,0.033872,3.4332,0
B,4007,0,0.010948,1,246,9,7413760,456377.2,1460,256,0.017409,3.8902,0
A,868,0,0.014726,0,64,9,3737600,55441.98,1460,128,0.04354,3.4146,0
B,3588,0,0.017648,1,246,11,7413760,239297.3,1460,256,0.019656,3.8817,0
A,868,0,0.02563,0,64,7,3737600,91544.46,1460,128,0.095472,3.4435,0
B,3588,0,0.030825,1,246,10,7413760,328683.2,1460,256,0.057441,3.8838,0
A,868,0,0.031697,1,64,8,3737600,79391.09,1460,128,0.148277,3.4341,0
B,3550,0,0.045778,1,246,9,7413760,328683.2,1460,256,0.081757,3.8855,0
A,835,0,0.099206,1,64,7,3737600,130506.9,1460,128,0.009518,3.4029,0
B,3522,0,0.091458,1,47,9,11120640,681611.5,1460,256,0.262573,3.8889,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,835,0,0.101838,1,64,6,3737600,175330.1,1460,128,0.019075,3.4174,0
B,3522,0,0.097009,1,47,8,11120640,955298.7,1460,256,0.268501,3.8913,0
A,835,0,0.100408,1,64,7,3737600,130506.9,1460,128,0.01725,3.3933,0
B,3522,0,0.095127,1,47,9,11120640,681611.5,1460,256,0.26799,3.8916,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,835,0,0.099955,1,64,7,3737600,186438.4,1460,128,0.004104,3.4147,0
B,3522,0,0.089038,1,47,9,11120640,681611.5,1460,256,0.255516,3.8875,0
A,835,0,0.37246,1,64,10,3737600,63552.3,1460,128,0.002576,3.3654,0
B,7083,0,0.348094,1,46,9,7413760,328468.1,1460,256,1.648077,3.896,0
A,835,0,0.099651,1,64,7,3737600,130506.9,1460,128,0.001746,3.4107,0
B,3522,0,0.090296,1,47,9,11120640,681611.5,1460,256,0.260466,3.8907,0
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,0
B,0,0,0,65535,47,1,168,168,0,1,0,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000011,0,0
B,0,0,0,65535,47,1,168,168,0,1,0,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000011,0,0
B,0,0,0,65535,47,1,168,168,0,1,0,0,0
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,0
B,0,0,0,65535,46,1,122,122,0,1,0,0,0
A,0,0,0.000576,0,64,0,0,0,0,1,0.000024,0,0
B,0,0,0.000581,1,47,2,168,168,0,1,0.00162,0,0
A,2044,0,4.820701,1,64,18,3737600,25191.31,1460,128,10.25296,3.8614,0
B,1974,0,4.70909,1,55,9,3706880,36691.36,1460,128,0.029225,3.9965,0
A,0,0,0.093623,60225,64,0,3737600,2616320,1460,128,0.000017,0,0
B,0,0,0,65535,47,1,11120640,11100000,1460,256,0.264788,0,0
A,0,0,0,65535,64,0,3737600,3737600,1460,128,0,0,0
A,835,0,0.103113,1,64,6,3737600,175330.1,1460,128,0.002396,3.3768,0
B,3522,0,0.09416,1,47,8,11120640,955298.7,1460,256,0.263791,3.8938,0
A,0,0,0.000041,0,64,0,0,0,0,1,0.000016,0,0
B,0,0,0.000042,1,47,2,168,168,0,1,0.000103,0,0
A,0,0,0.370025,33715,64,0,3737600,2616320,1460,128,0.000012,0,0
B,0,0,0,65535,51,1,7413760,7413760,1460,256,1.046576,0,0
A,0,0,0.12552,1715,64,0,3737600,2616320,1460,128,0.000013,0,0
B,0,0,0,65535,108,1,15972352,16000000,1430,256,0.355012,0,0
A,610,0,0.245243,0,64,3,3737600,322352.3,1460,128,0.001901,3.0443,0
B,4355,0,0.097235,1,47,6,11120640,1904826,1460,256,0.257324,3.8929,0
A,792,0,0.016656,1,64,5,3737600,238578.9,1460,128,0.018984,3.4769,0
B,3431,0,0.016957,2,122,5,15409152,3746733,1380,256,0.055862,3.9974,0
A,792,0,0.016755,0,64,5,3737600,167005.2,1460,128,0.027634,3.4398,0
B,3429,0,0.018422,1,122,6,15409152,2641452,1380,256,0.055779,3.9975,0
A,792,0,0.016845,0,64,5,3737600,167005.2,1460,128,0.007669,3.5055,0
B,3430,0,0.013546,1,122,6,15409152,2641452,1380,256,0.055425,3.9971,0
A,0,0,0,65535,64,0,0,0,0,1,0.000017,0,0
B,0,0,0,65535,122,1,244,244,0,1,0,0,0
A,517,0,0.075083,0,64,1,3737600,446330.4,1460,128,0.150388,2.9898,0
B,4075,0,0.078959,1,47,5,11120640,2702748,1460,256,0.2596,3.881,0
A,918,0,0.013998,0,64,5,3737600,115297.7,1460,128,0.00791,3.8845,0
B,807,0,0.01513,1,122,7,15409152,1868150,1380,256,0.035409,3.9899,0
A,0,0,0,65535,64,0,0,0,0,1,0.000018,0,0
B,0,0,0,65535,47,1,168,168,0,1,0,0,0
A,1027,0,4.777804,1,64,23,3737600,44241.96,1460,128,11.16889,3.5486,0
B,7161,0,4.971345,1,224,12,524160,29453.85,1460,64,0.096711,3.8956,0
A,918,0,0.014403,0,64,5,3737600,164711,1460,128,0.001819,3.8955,0
B,807,0,0.014287,1,122,6,15409152,2641796,1380,256,0.0349,3.9759,0
A,918,0,0.076152,0,64,5,3737600,164711,1460,128,0.001759,3.8982,0
B,807,0,0.014364,1,122,6,15409152,2641796,1380,256,0.334625,3.9858,0
A,792,0,0.01513,0,64,5,3737600,167787.9,1460,128,0.01479,3.4751,0
B,4376,0,0.012174,3,122,6,15409152,2641452,1380,256,0.056521,3.9985,0
A,792,0,0.015128,0,64,5,3737600,167787.9,1460,128,0.033382,3.4844,0
B,4377,0,0.01724,6,122,6,15409152,2641452,1380,256,0.056181,3.9988,0
A,1099,0,4.822423,1,64,21,3737600,44470.69,1460,128,10.17535,3.6539,0
B,8047,0,4.788519,1,223,11,524160,29572.47,1460,64,0.098266,3.8958,0
A,0,0,0.092477,45302,64,0,3737600,2616320,1460,128,0.000018,0,0
B,0,0,0,65535,47,1,11120640,11100000,1460,256,0.261547,0,0
A,0,0,0.092293,12522,64,0,3737600,2616320,1460,128,0.000018,0,0
B,0,0,0,65535,47,1,11120640,11100000,1460,256,0.261025,0,0
A,835,0,0.102169,1,64,7,3737600,131672.6,1460,128,0.002023,3.3897,0
B,4456,0,0.095624,1,47,8,11120640,955298.7,1460,256,0.267247,3.8946,0
A,835,0,0.106965,1,64,6,3737600,176495.8,1460,128,0.00358,3.3727,0
B,4456,0,0.09785,1,47,8,11120640,955298.7,1460,256,0.273477,3.8944,0
A,835,0,0.10381,1,64,8,3737600,100685.2,1460,128,0.002007,3.3907,0
B,4456,0,0.093537,1,47,10,11120640,490030.4,1460,256,0.278026,3.8859,0
A,0,0,0,65535,64,0,0,0,0,1,0.000016,0,0
B,0,0,0,65535,47,1,168,168,0,1,0,0,0
A,0,0,0.000323,0,64,0,0,0,0,1,0.000018,0,0
B,0,0,0.000326,1,47,2,168,168,0,1,0.000903,0,0
A,0,0,0.000004,0,64,0,0,0,0,1,0.000011,0,0
B,0,0,0.000007,1,47,2,168,168,0,1,0.000008,0,0
A,0,0,0.455974,23319,64,0,3737600,2616320,1460,128,0.000023,0,0
B,0,0,0,65535,47,1,11120640,11100000,1460,256,1.289667,0,0
A,835,0,0.109338,1,64,9,3737600,112934.8,1460,128,0.002185,3.3937,0
B,4427,0,0.109479,1,46,8,7413760,638948,1460,256,0.263662,3.8914,0
A,0,0,0.099509,1,64,1,3737600,1301255,1460,128,0.017082,0,0
B,0,0,0.09937,3403,47,1,11120640,7797504,1460,256,0.263984,0,0
A,0,0,0.104105,1,64,1,3737600,1301255,1460,128,0.000604,0,0
B,0,0,0.094463,56848,47,1,7413760,5198387,1460,256,0.266799,0,0
A,835,0,0.111486,1,64,7,3737600,186850.1,1460,128,0.00213,3.407,0
B,3493,0,0.105646,1,47,9,11120640,681611.5,1460,256,0.264067,3.8853,0
A,835,0,0.110264,1,64,8,3737600,142026.9,1460,128,0.013254,3.3894,0
B,3493,0,0.105223,1,47,10,11120640,490030.4,1460,256,0.264344,3.8891,0
A,835,0,0.121409,1,64,8,3737600,144552.2,1460,128,0.017318,3.4065,0
